filename,text,position,color,font,size,length,fileLength
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Maturiteitsniveaus,11644,,Arial,28,18,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Level 3: Gedefinieerd,11647,#2e2e2e,Arial,24,21,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• Gedocumenteerde en standard processen. • Het ITSM-beleid wordt gevormd vanuit bedrijfskennis en klantenvereisten • Er worden passende maatregelen genomen om efficientie tijdens de procesuitvoering te waarborgen. • Er is opleiding en ondersteuning beschikbaard, zodat individuen verplicht worden om de ITSM-activiteiten op een adequate manier uit te voeren • De visie van de organisatie wordt gekenmerkt door kwaliteitsgedrevenheid, streven naar productiviteit en beperken van risico’s.",11648,#262626,Arial,20,475,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Maturiteitsniveaus,12128,,Arial,28,18,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Level 4: Beheerst,12131,#2e2e2e,114,24,17,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,• IT is afgestemd op de bedrijfsstrategie dmv volledig beheerde processen en functies. • Er is een continue verbetering an de IT-werking binnen de organisatie adhv facts & figures • Kwaliteitsverbetering komt ook door het volop inzetten in automatisering • Er is een georganiseerde cross-functionele samenwerking • Processen zijn robuust en met weinig risico op falen,12132,,Arial,20,357,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Maturiteitsniveaus,12618,,Arial,28,18,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Level 5: Optimaal,12621,#2e2e2e,Arial,24,17,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• Proces activiteiten worden sterk beheerst en opgevolgd. • Doorheen de volledige service lifecycle zijn er geautomatiseerde tools, is er monitoring en rapportering met als doel verbeteringen door te voeren. • Er is een continue en georganiseerde feedback loop • Alle ITSM process activiteiten zijn geïntegreerd met de bedrijfsdoelstellingen.",12622,,Arial,20,334,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Maturiteitsniveaus Voordelen van IT Service,12943,,Arial,28,42,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Quasi elke organisatie en bedrijf is sterk afhankelijk van technologie. Elk probleem met de IT-systemen kunnen leiden tot complexere problemen die ernstige schade toebrengen aan de normale werking van de organisatie. Dit kan zijn: • het lekken van gegevens • het onderbreken van services • aanvallen van hackers • de activiteit van het bedrijfs die stilvalt • bedrijfsverliezen, enz Naarmate IT-functies steeds meer ingebed raken in de dagelijkse activiteiten van bedrijven, kiezen meer IT-organisaties ervoor om IT Service Management (ITSM) best practices toe te passen, waaronder het ITIL®-framework, om te voldoen aan de snel veranderende behoeften van de bedrijven die ze bedienen. Werken met een ITSM-benadering zorgt voor de voortzetting van de workflow, bescherming van de gegevens en bedrijfsmiddelen en bespaart kostbare tijd om op het bedrijf te concentreren. Efficientie verbetering Efficiëntie betekent eenvoudigweg het maximale uit de beschikbare middelen halen. Voor organisaties die binnen het ITIL®-framework werken, zijn processen voor continue serviceverbetering een cruciaal onderdeel van de levenscyclus van elke service die resulteert in voortdurende efficiëntiewinsten Beperken van operationele kosten Door gebruik te maken van IT-servicebeheer kunnen IT-organisaties hun activiteiten efficiënter schalen zonder dat er buitensporig veel mensen moeten worden aangenomen, dankzij geautomatiseerde functies die de handmatige werklast voor IT-operators verminderen",12947,,Arial,18,1452,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Voordelen van IT Service (1),12980,,Arial,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Risico arme implementatie van IT services Wanneer wijzigingen slecht worden gepland, getest en gecommuniceerd naar het bedrijf, bestaat er een aanzienlijk risico dat een nieuw geïmplementeerde wijziging een aanzienlijke bedrijfs- of serviceonderbreking kan veroorzaken. Toepassing van ITIL’s change management proces verzekert dat wijzigingen kunnen worden doorgevoerd met minimaal bedrijfsrisico.",12983,,Arial,18,392,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Voordelen van IT Service (2),12989,,Arial,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Transparantie en verantwoordelijkheid door invoeren en monitoren van standaarden. Een van de kerndoelstellingen van ITSM is het standaardiseren van de dienstverlening binnen het bedrijf door het implementeren van functies zoals de IT-servicedesk samen met formeel documenteren van processen voor elk type IT-service. IT-servicebeheertools stellen IT-managers in staat om de acties van operators te volgen en te zien hoe incidenten of serviceverzoeken worden afgehandeld. Deze functies creëren een hoge mate van zichtbaarheid in hoe de IT-organisatie services levert. IT-managers kunnen incidentrecords bekijken om te verifiëren dat services consistent worden geleverd in het hele bedrijf en in overeenstemming met beleid en procedures.,13666,,Arial,18,727,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Voordelen van IT Service (3),13675,,Arial,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Verbetert de focus op kern bedrijfsfuncties Optimalisatie van IT als ondersteunende functie geeft meer ruimte in het bedrijf voor het optimaal uitvoeren van de -omzet genererende- kern bedrijfsfuncties. Effectiviteitsverbetering Door middel van goed gekozen KPI’s kan de IT manager de prestaties van het IT team meten, ondersteunen en verbeteren. Verbeteren IT visibiliteit Door optimale werking en beschikbaarheid van IT en IT-diensten krijgt het bedrijf de beste dienstverlening.  Dit verbetert de bereidheid tot investeringen om deze kwaliteit van service te leveren.",14077,,Arial,18,562,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Voordelen van IT Service (4),14086,,Arial,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Betere diensten en klantervaring Diensteverlening en klantervaring wordt verbeterd door: - Het service strategieproces, waardoor IT organisatie hun activiteiten afstemmen op de behoeften van het bedrijf - Een geformaliseerd ticketing- en incident response systeem.  Door het incident management proces te formaliseren en verbeteren, verbetert de dienstverlening van de IT-organisatie. Verminderen onnodige werklast Door herhaalbare processen en automatisering kan meer werk verricht worden met beperkte IT- resources Verbetering communicatiekanalen Een gestandardiseerde IT-helpdesk kan als SPOC (single point of contact) de communicatie tussen Business en IT beheren voor help- incident- en changemanagement",14089,,Arial,18,694,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Voordelen van IT Service (5),14104,,Arial,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Maakt efficiënt plannen mogelijk IT organisatie plant wijzigingen in alvorens tot actie over te gaan - Change management - Project management aanpak Tijd besparing in de business Het voordeel van ITIL knowledge management (kennisbeheer) is tijd besparing, omdat dit tot doel heeft het zoeken of opnieuw verwerven van informatie die het al geleerd heeft te verminderen of te elimineren. Met een effectief kennisbeheerproces onderhoudt de IT-organisatie een kennisbank die een effectieve informatie-uitwisseling tussen elk onderdeel van het bedrijf ondersteunt.",14107,,Arial,18,549,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Voordelen van IT Service (6),14118,,Arial,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Efficientie in doorvoerven van wijzigingen ITSM biedt een raamwerk voor wijzigingsbeheer dat ervoor zorgt dat middelen efficiënt worden toegewezen tijdens het wijzigingsbeheerproces. • Kleine wijzigingen die geen release-implementatie met zich meebrengen, kunnen snel worden geautoriseerd als ze goed worden begrepen en weinig risico inhouden. • Normale wijzigingen kunnen rechtstreeks door de wijzigingsmanager worden goedgekeurd, maar deze kan ook overleggen met een wijzigingsadviesraad (CAB) alvorens een grote, onbekende of noodwijziging goed te keuren. De mogelijkheid om het goedkeuringsproces op de juiste maat te krijgen op basis van de aard van de wijziging, is een van de manieren waarop ITSM-processen IT-organisaties helpen om veranderingen efficiënter te beheren.",14121,,Arial,18,765,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Voordelen van IT Service (7),14134,,Arial,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Fasciliteren en verbeteren van samenwerking tussen bedrijfsfuncties ROI verbetering van IT investeringen enzoverder,14137,,Arial,18,113,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,IT2Business,5043,#ffffff,Montserrat,42,11,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,IT Service Management ITIL the guidance to best ITSM practices,5044,#ffffff,Arial,22,61,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Academiejaar 2022 - 2023,5046,#818285,Arial,18,24,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,De ITIL Service lifecycle aanpak,5049,,Arial,42,32,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,"Doelstellingen van IT Service Management (ITIL) • End-to-end IT-service management • Wegwerken afdelingssilo’s dmv processen en competentie management • Integratie van IT-services en bedrijfsprocessen • Actief gebruik van Deming cyclus (PDCA) • Meetbaarheid en traceerbaarheid • Service doelstellingen primeren, niet enkel het proces",5742,,Arial,24,326,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,ITIL v3 - Service lifecycle,5753,,Arial,32,27,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,SERVICE STRATEGY • Business Relationship Management • Service Strategy Generation • Service Portfolio Management • Financial Management • Demand Management SERVICE OPERATION • Event Management • Incident Management • Request Fulfillment • Problem Management • Access Management SERVICE DESIGN • Design Coordination • Service Catalog Management • Service Level Management • Supplier Management • Capacity Management • Availability Management • IT Service Continuity Management • Information Security Management SERVICE TRANSITION • Transition Planning and Support • Change Management • Service Asset & Configuration Management • Release & Deployment Management • Service Validation & Testing • Change Evaluation • Knowledge Management,7454,#282828,Arial,14,699,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,ITIL v3 – processes – an overview,7489,,Arial,32,32,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,De Processen in IT Service Management,7494,,Arial,32,37,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Service design Service transition Service operation,7511,,Arial,12,46,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Continual Service Improvement,7565,,Arial,9,27,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Strategy Generation Demand mgmt Financial mgmt Service catalogue mgmt Transition Pl & Sup Event mgmt 7-Steps improvement Info security mgmt Supplier mgmt Service cont mgmt Service level mgmt Capacity mgmt Availability mgmt Change mgmt Asset & Config mgmt Release & Deploy mgmt Validation & Testing Evaluation Knowledge mgmt Incident mgmt Request Fulfillment Problem mgmt Access mgmt Service reporting Service measurement,7580,,Arial,10,394,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Service strategy,7904,,Arial,12,15,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Service portfolio mgmt,7919,,Arial,10,21,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Demand management IT Financial management Service catalogue mgmt Capacity management Service level mgmt Availability mgmt Service continuity mgmt Strategy gen Service portf.mgmt Information security management Supplier management Change management Service asset and configuration management Knowledge management Release and Deployment mgmt Valid & Testing Operation mgmt. Access mgmt. Request ful. Event mgmt. Incident management Problem management Service improv. Service measure Service reporting,7941,,Arial,10,474,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,The ITIL Service Lifecycle and their processes,8360,,Arial,28,46,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,ITIL Processes can overlap the different stages,8361,,Arial,18,45,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Service design Service transition Service operation,8642,,Arial,12,46,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Continual Service Improvement,8696,,Arial,9,27,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Service strategy,8715,,Arial,12,15,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Service Strategy Processes,11775,,Calibri,32,26,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Service design Service transition Service operation,11800,,Arial,12,46,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Continual Service Improvement,11878,,Arial,9,27,25095
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_ITIL.pdf,Strategy Generation Demand mgmt Financial mgmt Service catalogue mgmt Transition Pl & Sup Event mgmt 7-Steps improvement Info security mgmt Supplier mgmt Service cont mgmt Service level mgmt Capacity mgmt Availability mgmt Change mgmt Asset & Config mgmt Release & Deploy mgmt Validation & Testing Evaluation Knowledge mgmt Incident mgmt Request Fulfillment Problem mgmt Access mgmt Service reporting Service measurement,11899,,Arial,10,394,25095
